hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2013-01-01T00,42.58,37.7,9.04,0.83,0.96,1019.82,11.46,337.0,,cloudy,Overcast,2013
2013-01-01T01,39.76,37.17,9.18,0.9,1.0,1020.02,9.79,332.0,,cloudy,Overcast,2013
2013-01-01T02,39.39,36.98,7.69,0.91,1.0,1020.99,9.71,336.0,rain,cloudy,Overcast,2013
2013-01-01T03,39.77,36.16,8.27,0.87,1.0,1022.09,14.11,327.0,,cloudy,Overcast,2013
2013-01-01T04,39.79,35.45,8.13,0.84,1.0,1023.18,15.01,327.0,,wind,Breezy and Overcast,2013
2013-01-01T05,39.74,35.15,8.77,0.83,1.0,1023.98,14.43,322.0,,cloudy,Overcast,2013
2013-01-01T06,41.44,35.28,9.06,0.79,0.98,1023.58,13.66,326.0,,cloudy,Overcast,2013
2013-01-01T07,42.32,34.35,9.49,0.73,0.99,1022.85,12.96,317.0,,cloudy,Overcast,2013
2013-01-01T08,41.07,33.47,9.54,0.74,1.0,1022.58,16.8,322.0,,wind,Breezy and Overcast,2013
2013-01-01T09,39.91,32.41,9.41,0.74,0.97,1022.55,12.57,325.0,,cloudy,Overcast,2013
2013-01-01T10,39.38,31.8,9.69,0.74,0.82,1023.24,12.84,331.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-01T11,37.93,30.64,9.56,0.75,0.98,1023.89,13.69,331.0,,cloudy,Overcast,2013
2013-01-01T12,37.56,30.25,9.8,0.75,0.99,1024.43,13.38,336.0,,cloudy,Overcast,2013
2013-01-01T13,36.73,29.47,9.77,0.75,1.0,1024.83,10.66,340.0,,cloudy,Overcast,2013
2013-01-01T14,36.65,28.7,9.79,0.73,1.0,1024.98,11.44,347.0,,cloudy,Overcast,2013
2013-01-01T15,35.99,28.53,9.8,0.74,0.99,1025.06,10.79,335.0,,cloudy,Overcast,2013
2013-01-01T16,35.84,27.78,9.68,0.72,1.0,1025.58,10.87,336.0,,cloudy,Overcast,2013
2013-01-01T17,35.7,27.62,9.69,0.72,1.0,1026.06,9.89,321.0,,cloudy,Overcast,2013
2013-01-01T18,35.58,27.38,9.81,0.72,1.0,1025.68,9.09,333.0,,cloudy,Overcast,2013
2013-01-01T19,34.78,27.25,8.96,0.74,0.98,1025.3,9.31,330.0,,cloudy,Overcast,2013
2013-01-01T20,34.53,27.38,8.94,0.75,0.91,1025.7,8.7,331.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-01T21,33.74,27.3,7.27,0.77,0.87,1025.84,8.64,343.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-01T22,32.18,26.72,6.95,0.8,0.69,1026.0,7.18,345.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-01T23,31.99,26.65,6.79,0.8,0.7,1025.71,6.98,347.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T00,35.58,27.38,9.81,0.72,1.0,1025.68,9.09,333.0,,cloudy,Overcast,2013
2013-01-02T01,34.78,27.25,8.96,0.74,0.98,1025.3,9.31,330.0,,cloudy,Overcast,2013
2013-01-02T02,34.53,27.38,8.94,0.75,0.91,1025.7,8.7,331.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T03,33.74,27.3,7.27,0.77,0.87,1025.84,8.64,343.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T04,32.18,26.72,6.95,0.8,0.69,1026.0,7.18,345.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T05,31.99,26.65,6.79,0.8,0.7,1025.71,6.98,347.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T06,31.36,26.49,6.64,0.82,0.71,1025.59,6.35,343.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T07,31.74,27.1,6.7,0.83,0.76,1025.96,7.61,332.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T08,31.94,27.33,5.42,0.83,0.8,1026.72,7.08,330.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T09,33.65,27.08,5.68,0.77,0.84,1027.38,6.71,329.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T10,35.15,27.18,6.62,0.72,0.88,1027.74,8.09,324.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T11,36.39,27.34,8.81,0.69,0.79,1027.96,7.31,305.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T12,36.71,27.2,8.98,0.68,0.89,1027.14,9.2,314.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T13,37.33,27.41,9.53,0.67,0.84,1026.01,7.7,309.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T14,38.72,27.4,9.44,0.63,0.77,1025.35,8.42,328.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T15,39.46,27.16,9.61,0.61,0.74,1024.93,8.3,325.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T16,39.71,27.83,9.79,0.62,0.56,1024.84,5.34,339.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-02T17,39.67,27.11,9.76,0.6,0.53,1024.75,5.08,321.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-02T18,37.7,26.71,9.7,0.64,0.53,1025.04,6.16,331.0,,partly-cloudy-night,Partly Cloudy,2013
2013-01-02T19,37.04,26.79,9.83,0.66,0.68,1025.66,,,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T20,33.93,26.51,9.72,0.74,0.52,1026.36,0.0,,,partly-cloudy-night,Partly Cloudy,2013
2013-01-02T21,33.85,26.27,9.59,0.73,0.49,1026.58,1.99,310.0,,partly-cloudy-night,Partly Cloudy,2013
2013-01-02T22,33.98,26.75,9.33,0.75,0.23,1026.77,3.57,296.0,,clear-night,Clear,2013
2013-01-02T23,32.36,25.51,8.97,0.76,0.02,1026.95,5.27,261.0,,clear-night,Clear,2013
2013-01-03T00,31.42,25.54,8.85,0.79,0.19,1027.26,5.33,271.0,,clear-night,Clear,2013
2013-01-03T01,31.37,25.47,8.71,0.79,0.17,1027.27,6.24,289.0,,clear-night,Clear,2013
2013-01-03T02,29.58,24.61,8.87,0.81,0.0,1027.47,3.46,325.0,,clear-night,Clear,2013
2013-01-03T03,28.87,24.08,8.9,0.82,0.0,1027.98,6.3,328.0,,clear-night,Clear,2013
2013-01-03T04,29.94,25.02,9.25,0.82,0.0,1028.33,6.89,337.0,,clear-night,Clear,2013
2013-01-03T05,29.73,25.18,9.48,0.83,0.0,1028.77,6.43,328.0,,clear-night,Clear,2013
2013-01-03T06,28.97,25.1,9.57,0.85,0.0,1029.19,6.9,329.0,,clear-night,Clear,2013
2013-01-03T07,29.67,25.24,9.71,0.83,0.23,1030.07,8.43,338.0,,clear-night,Clear,2013
