hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2016-01-01T00,45.75,39.22,10.0,0.78,0.06,1022.1,10.01,318.0,,clear-night,Clear,2016
2016-01-01T01,44.68,38.42,10.0,0.79,0.75,1021.59,13.06,301.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-01-01T02,43.08,37.4,10.0,0.8,0.03,1021.26,12.31,318.0,,clear-night,Clear,2016
2016-01-01T03,42.25,36.55,10.0,0.8,0.07,1021.26,12.52,318.0,,clear-night,Clear,2016
2016-01-01T04,42.03,35.68,10.0,0.78,0.02,1021.04,11.74,320.0,,clear-night,Clear,2016
2016-01-01T05,41.25,35.44,10.0,0.8,0.09,1021.19,13.12,328.0,,clear-night,Clear,2016
2016-01-01T06,41.02,35.37,10.0,0.8,0.05,1021.46,13.37,321.0,,clear-night,Clear,2016
2016-01-01T07,40.09,34.38,10.0,0.8,0.69,1022.14,12.54,320.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-01-01T08,39.87,34.28,9.96,0.8,0.02,1023.03,12.09,321.0,,clear-day,Clear,2016
2016-01-01T09,40.1,33.59,9.96,0.77,0.02,1023.61,11.4,321.0,,clear-day,Clear,2016
2016-01-01T10,41.5,33.55,10.0,0.73,0.0,1023.9,11.14,322.0,,clear-day,Clear,2016
2016-01-01T11,44.93,34.21,10.0,0.66,0.04,1023.51,7.53,320.0,,clear-day,Clear,2016
2016-01-01T12,45.17,34.35,10.0,0.66,0.22,1023.92,8.97,301.0,,clear-day,Clear,2016
2016-01-01T13,45.25,34.27,10.0,0.65,0.79,1023.14,12.04,320.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-01-01T14,45.9,34.23,10.0,0.64,0.07,1022.22,10.28,311.0,,clear-day,Clear,2016
2016-01-01T15,45.31,33.4,10.0,0.63,0.02,1021.82,11.84,328.0,,clear-day,Clear,2016
2016-01-01T16,45.32,33.36,10.0,0.63,0.02,1022.58,12.39,320.0,,clear-day,Clear,2016
2016-01-01T17,45.05,31.6,10.0,0.59,0.21,1022.87,12.82,320.0,,clear-day,Clear,2016
2016-01-01T18,44.09,31.25,10.0,0.6,0.02,1023.36,12.67,319.0,,clear-night,Clear,2016
2016-01-01T19,43.01,29.38,10.0,0.58,0.67,1023.8,11.61,327.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-01-01T20,42.1,28.63,10.0,0.59,0.02,1024.69,11.95,320.0,,clear-night,Clear,2016
2016-01-01T21,41.77,28.08,10.0,0.58,0.02,1024.78,13.56,320.0,,clear-night,Clear,2016
2016-01-01T22,40.86,27.82,10.0,0.59,0.03,1025.32,12.63,320.0,,clear-night,Clear,2016
2016-01-01T23,39.96,27.59,10.0,0.61,0.06,1025.47,12.7,328.0,,clear-night,Clear,2016
2016-01-02T00,39.06,27.74,10.0,0.64,0.0,1025.25,10.68,321.0,,clear-night,Clear,2016
2016-01-02T01,38.21,27.57,10.0,0.65,0.5,1025.05,11.75,329.0,,partly-cloudy-night,Partly Cloudy,2016
2016-01-02T02,37.92,26.73,10.0,0.64,0.0,1024.66,13.5,328.0,,clear-night,Clear,2016
2016-01-02T03,36.92,26.45,10.0,0.65,0.0,1024.39,14.25,329.0,,clear-night,Clear,2016
2016-01-02T04,36.0,26.48,10.0,0.68,0.21,1024.62,12.87,329.0,,clear-night,Clear,2016
2016-01-02T05,35.95,25.74,10.0,0.66,0.0,1024.66,14.13,321.0,,clear-night,Clear,2016
2016-01-02T06,35.92,25.72,10.0,0.66,0.0,1024.61,11.67,330.0,,clear-night,Clear,2016
2016-01-02T07,35.13,25.94,10.0,0.69,0.5,1024.56,9.65,329.0,,partly-cloudy-night,Partly Cloudy,2016
2016-01-02T08,34.93,26.43,10.0,0.71,0.0,1025.02,7.5,321.0,,clear-day,Clear,2016
2016-01-02T09,35.97,26.65,10.0,0.69,0.0,1025.7,8.13,320.0,,clear-day,Clear,2016
2016-01-02T10,37.21,26.52,10.0,0.65,0.0,1026.08,9.86,331.0,,clear-day,Clear,2016
2016-01-02T11,40.05,26.36,10.0,0.58,0.0,1026.1,7.94,331.0,,clear-day,Clear,2016
2016-01-02T12,42.97,26.32,10.0,0.51,0.03,1025.26,7.61,318.0,,clear-day,Clear,2016
2016-01-02T13,45.12,25.4,10.0,0.46,0.51,1023.83,7.45,328.0,,partly-cloudy-day,Partly Cloudy,2016
2016-01-02T14,45.56,25.35,10.0,0.45,0.0,1023.25,7.32,326.0,,clear-day,Clear,2016
2016-01-02T15,46.13,26.82,10.0,0.47,0.0,1022.41,7.72,306.0,,clear-day,Clear,2016
2016-01-02T16,45.71,26.11,10.0,0.46,0.0,1022.35,8.69,308.0,,clear-day,Clear,2016
2016-01-02T17,44.84,26.35,10.0,0.48,0.03,1022.42,7.6,301.0,,clear-day,Clear,2016
2016-01-02T18,43.14,27.72,10.0,0.54,0.03,1022.26,6.0,283.0,,clear-night,Clear,2016
2016-01-02T19,41.44,28.57,10.0,0.6,0.67,1021.89,5.5,315.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-01-02T20,39.56,29.15,10.0,0.66,0.0,1021.86,5.63,290.0,,clear-night,Clear,2016
2016-01-02T21,40.04,28.53,10.0,0.63,0.0,1022.35,5.91,283.0,,clear-night,Clear,2016
2016-01-02T22,38.98,28.41,10.0,0.65,0.0,1022.53,5.3,276.0,,clear-night,Clear,2016
2016-01-02T23,38.86,28.25,10.0,0.65,0.03,1022.12,7.6,307.0,,clear-night,Clear,2016
2016-01-03T00,38.58,27.82,10.0,0.65,0.0,1021.76,7.9,299.0,,clear-night,Clear,2016
2016-01-03T01,36.77,27.73,10.0,0.69,0.5,1021.09,7.28,308.0,,partly-cloudy-night,Partly Cloudy,2016
2016-01-03T02,35.88,26.8,10.0,0.69,0.21,1020.9,5.59,291.0,,clear-night,Clear,2016
2016-01-03T03,34.96,26.47,10.0,0.71,0.21,1020.7,8.22,309.0,,clear-night,Clear,2016
2016-01-03T04,34.8,26.46,10.0,0.71,0.21,1020.41,8.14,310.0,,clear-night,Clear,2016
2016-01-03T05,35.04,26.5,10.0,0.71,0.0,1020.0,10.72,310.0,,clear-night,Clear,2016
2016-01-03T06,35.98,26.76,10.0,0.69,0.0,1019.67,8.19,309.0,,clear-night,Clear,2016
2016-01-03T07,36.15,26.93,10.0,0.69,0.68,1019.35,9.14,319.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-01-03T08,36.16,26.34,10.0,0.67,0.0,1019.71,7.39,303.0,,clear-day,Clear,2016
2016-01-03T09,37.19,26.29,10.0,0.64,0.0,1020.16,8.66,309.0,,clear-day,Clear,2016
2016-01-03T10,40.12,26.25,10.0,0.57,0.0,1020.29,11.44,320.0,,clear-day,Clear,2016
2016-01-03T11,42.49,26.46,10.0,0.53,0.0,1019.86,8.53,330.0,,clear-day,Clear,2016
2016-01-03T12,45.37,26.15,10.0,0.47,0.0,1018.92,9.58,318.0,,clear-day,Clear,2016
2016-01-03T13,49.63,27.07,10.0,0.41,0.51,1018.14,9.54,319.0,,partly-cloudy-day,Partly Cloudy,2016
2016-01-03T14,51.84,26.08,10.0,0.37,0.0,1017.17,13.01,310.0,,clear-day,Clear,2016
2016-01-03T15,52.26,25.55,10.0,0.35,0.03,1016.33,13.11,317.0,,clear-day,Clear,2016
2016-01-03T16,51.22,26.36,10.0,0.38,0.03,1016.78,8.02,309.0,,clear-day,Clear,2016
2016-01-03T17,49.93,26.6,10.0,0.4,0.0,1016.69,8.5,313.0,,clear-day,Clear,2016
2016-01-03T18,47.58,27.56,10.0,0.45,0.0,1016.39,7.73,315.0,,clear-night,Clear,2016
2016-01-03T19,44.83,28.59,10.0,0.53,0.5,1017.01,7.44,290.0,,partly-cloudy-night,Partly Cloudy,2016
2016-01-03T20,43.82,28.87,10.0,0.55,0.03,1017.15,7.63,297.0,,clear-night,Clear,2016
2016-01-03T21,43.55,29.52,10.0,0.57,0.03,1017.34,8.29,291.0,,clear-night,Clear,2016
2016-01-03T22,42.05,29.5,10.0,0.61,0.03,1016.7,8.34,307.0,,clear-night,Clear,2016
2016-01-03T23,41.14,28.66,10.0,0.61,0.22,1016.81,9.55,300.0,,clear-night,Clear,2016
2016-01-04T00,41.88,27.74,10.0,0.57,0.0,1016.75,10.17,318.0,,clear-night,Clear,2016
2016-01-04T01,41.63,27.7,10.0,0.57,0.5,1016.59,8.84,336.0,,partly-cloudy-night,Partly Cloudy,2016
2016-01-04T02,40.84,27.45,10.0,0.59,0.0,1016.22,11.67,328.0,,clear-night,Clear,2016
2016-01-04T03,39.81,26.81,10.0,0.59,0.21,1016.12,11.75,322.0,,clear-night,Clear,2016
2016-01-04T04,38.79,26.69,10.0,0.61,0.21,1016.32,12.49,329.0,,clear-night,Clear,2016
2016-01-04T05,37.64,27.44,10.0,0.66,0.21,1016.47,11.64,330.0,,clear-night,Clear,2016
2016-01-04T06,35.9,27.32,10.0,0.71,0.0,1017.18,11.94,331.0,,clear-night,Clear,2016
2016-01-04T07,34.89,27.0,10.0,0.73,0.23,1018.31,13.53,338.0,,clear-night,Clear,2016
2016-01-04T08,33.15,25.4,10.0,0.73,0.2,1019.51,12.45,331.0,,clear-day,Clear,2016
2016-01-04T09,35.11,24.42,10.0,0.65,0.0,1020.6,15.19,332.0,,clear-day,Clear,2016
2016-01-04T10,37.14,24.24,10.0,0.59,0.0,1021.95,16.14,342.0,,clear-day,Clear,2016
2016-01-04T11,39.9,23.78,10.0,0.52,0.01,1022.35,14.66,339.0,,clear-day,Clear,2016
2016-01-04T12,41.84,23.89,10.0,0.49,0.0,1022.14,14.61,333.0,,clear-day,Clear,2016
2016-01-04T13,43.06,23.67,10.0,0.46,0.0,1021.48,14.46,333.0,,clear-day,Clear,2016
2016-01-04T14,43.99,22.63,10.0,0.42,0.2,1021.3,16.48,334.0,,clear-day,Clear,2016
2016-01-04T15,43.9,21.59,10.0,0.41,0.21,1021.59,15.28,349.0,,clear-day,Clear,2016
2016-01-04T16,42.92,20.97,10.0,0.41,0.01,1022.64,17.62,340.0,,clear-day,Clear,2016
2016-01-04T17,40.9,20.77,10.0,0.44,0.2,1023.68,15.94,347.0,,clear-day,Clear,2016
2016-01-04T18,37.87,20.83,10.0,0.5,0.0,1024.78,12.65,340.0,,clear-night,Clear,2016
2016-01-04T19,36.68,20.09,10.0,0.51,0.0,1025.85,8.91,341.0,,clear-night,Clear,2016
2016-01-04T20,35.67,17.64,10.0,0.47,0.0,1026.93,13.33,6.0,,clear-night,Clear,2016
2016-01-04T21,34.62,15.82,10.0,0.46,0.0,1027.52,13.2,10.0,,clear-night,Clear,2016
2016-01-04T22,33.5,15.82,10.0,0.48,0.0,1028.05,9.18,2.0,,clear-night,Clear,2016
2016-01-04T23,32.44,15.83,10.0,0.5,0.0,1028.52,7.58,11.0,,clear-night,Clear,2016
