hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2013-01-01T00,50.69,44.61,10.0,0.8,1.0,1018.37,2.79,210.0,,cloudy,Overcast,2013
2013-01-01T01,50.62,45.76,8.33,0.83,1.0,1018.43,1.01,309.0,rain,cloudy,Overcast,2013
2013-01-01T02,51.09,46.35,2.87,0.84,1.0,1018.53,1.0,291.0,rain,rain,Light Rain,2013
2013-01-01T03,49.96,47.95,1.85,0.93,1.0,1019.45,4.15,33.0,rain,rain,Light Rain,2013
2013-01-01T04,51.46,48.24,1.65,0.89,1.0,1019.23,0.35,315.0,rain,rain,Light Rain,2013
2013-01-01T05,50.28,48.6,1.85,0.94,1.0,1018.4,4.89,150.0,rain,rain,Drizzle,2013
2013-01-01T06,51.58,49.96,1.14,0.94,1.0,1016.7,5.54,177.0,rain,rain,Light Rain,2013
2013-01-01T07,52.0,50.3,1.22,0.94,1.0,1015.75,4.46,180.0,rain,rain,Drizzle,2013
2013-01-01T08,52.19,51.75,1.83,0.98,1.0,1015.6,1.71,59.0,rain,rain,Rain,2013
2013-01-01T09,52.23,50.93,1.86,0.95,1.0,1015.34,1.72,77.0,rain,rain,Rain,2013
2013-01-01T10,53.27,51.63,1.5,0.94,1.0,1014.92,2.37,115.0,rain,rain,Light Rain,2013
2013-01-01T11,53.28,51.62,2.0,0.94,1.0,1014.63,4.03,47.0,rain,rain,Rain,2013
2013-01-01T12,51.97,51.59,3.51,0.99,1.0,1014.47,2.0,118.0,rain,rain,Light Rain,2013
2013-01-01T13,52.06,51.7,2.38,0.99,1.0,1014.43,0.28,17.0,rain,rain,Light Rain,2013
2013-01-01T14,52.06,51.08,1.85,0.96,1.0,1014.19,0.26,338.0,rain,rain,Light Rain,2013
2013-01-01T15,52.12,50.61,2.97,0.95,1.0,1014.67,8.21,330.0,rain,rain,Light Rain,2013
2013-01-01T16,51.47,50.42,3.59,0.96,1.0,1014.67,4.83,336.0,rain,rain,Light Rain,2013
2013-01-01T17,51.15,50.08,4.26,0.96,1.0,1015.03,7.0,323.0,rain,rain,Light Rain,2013
2013-01-01T18,51.15,49.96,5.11,0.96,1.0,1014.42,6.76,338.0,rain,rain,Light Rain,2013
2013-01-01T19,51.69,48.44,8.69,0.89,1.0,1014.69,6.48,306.0,rain,cloudy,Overcast,2013
2013-01-01T20,49.86,47.91,7.1,0.93,1.0,1015.46,13.98,329.0,,cloudy,Overcast,2013
2013-01-01T21,48.15,46.14,7.89,0.93,1.0,1015.9,12.87,327.0,,cloudy,Overcast,2013
2013-01-01T22,46.48,44.91,10.0,0.94,0.98,1015.9,5.52,330.0,,cloudy,Overcast,2013
2013-01-01T23,46.9,43.22,9.92,0.87,0.78,1016.28,7.07,318.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T00,51.15,50.08,4.26,0.96,1.0,1015.03,7.0,323.0,rain,rain,Light Rain,2013
2013-01-02T01,51.15,49.96,5.11,0.96,1.0,1014.42,6.76,338.0,rain,rain,Light Rain,2013
2013-01-02T02,51.69,48.44,8.69,0.89,1.0,1014.69,6.48,306.0,rain,cloudy,Overcast,2013
2013-01-02T03,49.86,47.91,7.1,0.93,1.0,1015.46,13.98,329.0,,cloudy,Overcast,2013
2013-01-02T04,48.15,46.14,7.89,0.93,1.0,1015.9,12.87,327.0,,cloudy,Overcast,2013
2013-01-02T05,46.48,44.91,10.0,0.94,0.98,1015.9,5.52,330.0,,cloudy,Overcast,2013
2013-01-02T06,46.9,43.22,9.92,0.87,0.78,1016.28,7.07,318.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T07,44.98,42.8,8.54,0.92,0.75,1017.02,12.26,319.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T08,43.31,40.33,8.05,0.89,0.92,1017.99,12.61,320.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T09,43.81,39.98,9.39,0.86,0.96,1018.68,10.05,322.0,,cloudy,Overcast,2013
2013-01-02T10,43.18,39.32,9.44,0.86,0.92,1019.6,11.94,319.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T11,44.05,38.43,10.0,0.8,0.76,1020.03,11.36,311.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T12,47.03,39.18,10.0,0.74,0.69,1019.71,8.94,305.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T13,46.77,38.43,10.0,0.73,0.65,1018.73,9.78,311.0,rain,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T14,46.08,38.12,10.0,0.74,0.61,1018.01,9.1,304.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T15,46.15,37.38,10.0,0.71,0.59,1018.01,8.71,333.0,rain,partly-cloudy-day,Partly Cloudy,2013
2013-01-02T16,45.24,37.22,10.0,0.73,0.63,1018.61,10.68,310.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T17,43.95,37.08,10.0,0.77,0.64,1019.25,9.64,310.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-02T18,42.78,36.32,9.95,0.78,0.79,1019.13,6.92,320.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T19,41.79,36.19,9.95,0.8,0.78,1020.01,8.26,326.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T20,41.02,36.02,9.95,0.82,0.74,1021.13,7.76,309.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T21,40.13,35.25,9.92,0.83,0.73,1021.75,8.04,308.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T22,39.95,35.33,9.82,0.83,0.82,1021.48,6.0,312.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-02T23,39.95,35.29,9.7,0.83,0.96,1020.83,4.63,345.0,,cloudy,Overcast,2013
2013-01-03T00,39.96,35.39,9.73,0.84,0.99,1020.56,6.18,309.0,,cloudy,Overcast,2013
2013-01-03T01,39.34,35.45,9.77,0.86,0.95,1020.9,7.75,320.0,,cloudy,Overcast,2013
2013-01-03T02,39.18,35.45,9.77,0.86,0.95,1021.13,6.75,321.0,,cloudy,Overcast,2013
2013-01-03T03,39.1,35.49,8.3,0.87,0.95,1021.06,4.79,294.0,,cloudy,Overcast,2013
2013-01-03T04,38.99,35.54,7.43,0.87,0.98,1021.39,6.84,292.0,,cloudy,Overcast,2013
2013-01-03T05,39.07,36.3,8.14,0.9,0.98,1021.46,1.27,304.0,,cloudy,Overcast,2013
2013-01-03T06,39.09,35.32,8.16,0.86,0.89,1021.77,7.79,309.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-03T07,38.82,34.37,7.9,0.84,0.86,1021.87,7.52,318.0,,partly-cloudy-night,Mostly Cloudy,2013
2013-01-03T08,38.17,33.66,7.52,0.84,0.95,1022.02,9.22,319.0,,cloudy,Overcast,2013
2013-01-03T09,38.19,33.55,7.28,0.83,0.85,1022.84,11.89,328.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-03T10,38.94,32.99,9.41,0.79,0.89,1023.38,7.95,323.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-03T11,40.23,32.6,9.47,0.74,0.88,1023.8,9.06,327.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-03T12,41.79,32.3,9.71,0.69,0.81,1023.76,8.76,301.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-03T13,42.69,32.06,9.75,0.66,0.69,1022.98,8.35,304.0,,partly-cloudy-day,Mostly Cloudy,2013
2013-01-03T14,43.39,31.83,9.83,0.63,0.52,1022.54,10.04,323.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-03T15,44.55,31.04,9.9,0.59,0.52,1022.48,10.27,318.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-03T16,44.82,30.14,10.0,0.56,0.51,1023.21,11.2,303.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-03T17,43.24,29.29,9.96,0.58,0.5,1023.89,12.27,320.0,,partly-cloudy-day,Partly Cloudy,2013
2013-01-03T18,40.9,30.01,9.96,0.65,0.21,1024.71,10.8,312.0,,clear-night,Clear,2013
2013-01-03T19,39.52,28.85,10.0,0.65,0.21,1025.34,10.18,320.0,,clear-night,Clear,2013
2013-01-03T20,37.6,28.38,10.0,0.69,0.2,1025.88,8.28,328.0,,clear-night,Clear,2013
2013-01-03T21,37.35,27.54,9.97,0.67,0.19,1025.91,8.9,329.0,,clear-night,Clear,2013
2013-01-03T22,36.18,27.67,9.95,0.71,0.2,1025.89,8.48,320.0,,clear-night,Clear,2013
2013-01-03T23,35.72,26.79,10.0,0.7,0.2,1026.93,7.98,328.0,,clear-night,Clear,2013
