,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
8016,2010-12-01T00,43.93,41.1,9.61,0.9,1.0,1014.42,18.05,306.0,rain,rain,Light Rain and Breezy,2010,12
8017,2010-12-01T01,40.84,37.93,9.76,0.89,1.0,1015.34,17.58,297.0,,cloudy,Overcast,2010,12
8018,2010-12-01T02,38.3,34.78,10.0,0.87,1.0,1015.99,15.85,290.0,,cloudy,Overcast,2010,12
8019,2010-12-01T03,37.24,32.49,9.82,0.83,1.0,1016.76,14.73,284.0,,cloudy,Overcast,2010,12
8020,2010-12-01T04,36.12,30.11,9.9,0.79,1.0,1017.59,19.28,289.0,rain,wind,Breezy and Overcast,2010,12
8021,2010-12-01T05,34.41,26.66,10.0,0.73,1.0,1018.25,14.91,298.0,,cloudy,Overcast,2010,12
8022,2010-12-01T06,34.27,26.34,10.0,0.72,1.0,1019.06,14.71,296.0,,cloudy,Overcast,2010,12
8023,2010-12-01T07,34.25,26.92,10.0,0.74,0.99,1019.56,14.36,299.0,,cloudy,Overcast,2010,12
8024,2010-12-01T08,34.19,26.02,10.0,0.72,0.81,1020.32,15.27,290.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8025,2010-12-01T09,34.36,25.08,10.0,0.68,0.7,1021.15,15.92,290.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8026,2010-12-01T10,36.13,23.92,10.0,0.61,0.34,1022.07,19.92,291.0,,wind,Breezy and Partly Cloudy,2010,12
8027,2010-12-01T11,38.15,23.66,10.0,0.56,0.34,1022.32,13.71,297.0,,partly-cloudy-day,Partly Cloudy,2010,12
8028,2010-12-01T12,40.05,22.08,10.0,0.48,0.24,1021.9,18.0,299.0,,clear-day,Clear,2010,12
8029,2010-12-01T13,42.07,21.72,10.0,0.44,0.23,1021.11,14.87,299.0,,clear-day,Clear,2010,12
8030,2010-12-01T14,43.97,21.24,10.0,0.4,0.0,1020.66,14.79,312.0,,clear-day,Clear,2010,12
8031,2010-12-01T15,44.17,19.79,10.0,0.37,0.0,1020.64,15.48,297.0,,clear-day,Clear,2010,12
8032,2010-12-01T16,44.14,20.36,10.0,0.38,0.0,1020.94,13.67,289.0,,clear-day,Clear,2010,12
8033,2010-12-01T17,42.97,19.07,10.0,0.38,0.0,1021.16,11.79,290.0,,clear-day,Clear,2010,12
8034,2010-12-01T18,39.87,19.23,10.0,0.43,0.0,1021.78,7.1,304.0,,clear-night,Clear,2010,12
8035,2010-12-01T19,41.2,20.18,10.0,0.43,0.29,1024.11,6.93,309.0,,partly-cloudy-night,Partly Cloudy,2010,12
8036,2010-12-01T20,35.85,21.67,10.0,0.56,0.0,1023.02,5.58,303.0,,clear-night,Clear,2010,12
8037,2010-12-01T21,35.68,21.56,10.0,0.56,0.0,1023.31,6.18,291.0,,clear-night,Clear,2010,12
8038,2010-12-01T22,34.4,21.35,10.0,0.58,0.0,1023.85,3.88,299.0,,clear-night,Clear,2010,12
8039,2010-12-01T23,33.23,21.62,10.0,0.62,0.21,1023.98,3.29,284.0,,clear-night,Clear,2010,12
8040,2010-12-02T00,31.6,21.85,10.0,0.67,0.21,1024.26,6.86,285.0,,clear-night,Clear,2010,12
8041,2010-12-02T01,31.28,21.14,10.0,0.66,0.21,1024.15,5.04,271.0,,clear-night,Clear,2010,12
8042,2010-12-02T02,30.17,21.9,9.69,0.71,0.22,1023.93,5.61,296.0,,clear-night,Clear,2010,12
8043,2010-12-02T03,29.36,22.07,10.0,0.74,0.21,1023.8,5.8,308.0,,clear-night,Clear,2010,12
8044,2010-12-02T04,28.72,22.45,10.0,0.77,0.21,1023.89,5.93,301.0,,clear-night,Clear,2010,12
8045,2010-12-02T05,29.39,21.74,10.0,0.73,0.21,1024.21,6.71,288.0,,clear-night,Clear,2010,12
8046,2010-12-02T06,27.95,22.29,10.0,0.79,0.24,1024.53,6.0,317.0,,clear-night,Clear,2010,12
8047,2010-12-02T07,28.18,22.11,10.0,0.78,0.24,1025.15,4.91,302.0,,clear-night,Clear,2010,12
8048,2010-12-02T08,29.74,22.37,10.0,0.74,0.24,1025.4,6.2,309.0,,clear-day,Clear,2010,12
8049,2010-12-02T09,32.24,22.3,10.0,0.66,0.5,1025.77,7.05,309.0,,partly-cloudy-day,Partly Cloudy,2010,12
8050,2010-12-02T10,36.53,22.47,10.0,0.56,0.24,1025.96,7.19,312.0,,clear-day,Clear,2010,12
8051,2010-12-02T11,40.36,19.54,10.0,0.43,0.22,1026.24,11.53,319.0,,clear-day,Clear,2010,12
8052,2010-12-02T12,44.14,19.29,10.0,0.37,0.21,1025.58,8.61,319.0,,clear-day,Clear,2010,12
8053,2010-12-02T13,47.17,16.81,10.0,0.29,0.22,1024.7,11.65,309.0,,clear-day,Clear,2010,12
8054,2010-12-02T14,48.87,17.12,10.0,0.28,0.24,1024.16,10.14,321.0,,clear-day,Clear,2010,12
8055,2010-12-02T15,49.24,14.84,10.0,0.25,0.27,1023.55,11.8,335.0,,partly-cloudy-day,Partly Cloudy,2010,12
8056,2010-12-02T16,49.19,15.63,10.0,0.26,0.27,1023.52,9.14,326.0,,partly-cloudy-day,Partly Cloudy,2010,12
8057,2010-12-02T17,46.87,15.91,10.0,0.29,0.23,1023.64,6.42,306.0,,clear-day,Clear,2010,12
8058,2010-12-02T18,43.29,19.5,10.0,0.38,0.22,1023.99,6.56,317.0,,clear-night,Clear,2010,12
8059,2010-12-02T19,48.24,29.74,10.0,0.49,0.22,1019.97,5.0,314.0,,clear-night,Clear,2010,12
8060,2010-12-02T20,41.21,21.55,10.0,0.45,0.61,1023.97,3.05,319.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8061,2010-12-02T21,38.8,23.77,10.0,0.54,0.65,1023.75,3.83,286.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8062,2010-12-02T22,38.16,23.11,10.0,0.54,0.24,1023.66,3.13,290.0,,clear-night,Clear,2010,12
8063,2010-12-02T23,37.74,23.21,10.0,0.55,0.23,1023.58,3.14,300.0,,clear-night,Clear,2010,12
8064,2010-12-03T00,35.35,23.72,10.0,0.62,0.23,1023.21,3.1,281.0,,clear-night,Clear,2010,12
8065,2010-12-03T01,34.32,24.22,10.0,0.66,0.21,1022.81,5.45,285.0,,clear-night,Clear,2010,12
8066,2010-12-03T02,34.23,24.23,10.0,0.66,0.0,1022.59,4.04,277.0,,clear-night,Clear,2010,12
8067,2010-12-03T03,31.99,24.52,10.0,0.74,0.0,1022.64,1.42,270.0,,clear-night,Clear,2010,12
8068,2010-12-03T04,31.2,25.29,9.9,0.78,0.0,1022.07,4.87,263.0,,clear-night,Clear,2010,12
8069,2010-12-03T05,32.48,25.28,10.0,0.74,0.0,1021.71,5.0,270.0,,clear-night,Clear,2010,12
8070,2010-12-03T06,32.23,24.52,10.0,0.73,0.0,1021.82,5.94,260.0,,clear-night,Clear,2010,12
8071,2010-12-03T07,32.07,24.47,9.9,0.73,0.21,1021.89,5.51,264.0,,clear-night,Clear,2010,12
8072,2010-12-03T08,32.59,24.85,9.78,0.73,0.23,1021.7,3.0,223.0,,clear-day,Clear,2010,12
8073,2010-12-03T09,38.11,28.29,10.0,0.67,0.22,1021.83,4.67,231.0,,clear-day,Clear,2010,12
8074,2010-12-03T10,46.51,30.05,10.0,0.52,0.22,1021.61,5.67,252.0,,clear-day,Clear,2010,12
8075,2010-12-03T11,50.75,31.86,10.0,0.48,0.22,1021.54,9.3,289.0,,clear-day,Clear,2010,12
8076,2010-12-03T12,54.04,33.84,10.0,0.46,0.53,1020.5,7.66,285.0,,partly-cloudy-day,Partly Cloudy,2010,12
8077,2010-12-03T13,56.89,34.3,10.0,0.42,0.53,1019.53,9.93,272.0,,partly-cloudy-day,Partly Cloudy,2010,12
8078,2010-12-03T14,57.47,33.59,10.0,0.4,0.53,1018.8,12.16,268.0,,partly-cloudy-day,Partly Cloudy,2010,12
8079,2010-12-03T15,57.77,32.49,10.0,0.38,0.53,1018.74,10.49,294.0,,partly-cloudy-day,Partly Cloudy,2010,12
8080,2010-12-03T16,57.47,30.8,10.0,0.36,0.22,1018.65,11.21,293.0,,clear-day,Clear,2010,12
8081,2010-12-03T17,54.7,28.12,10.0,0.36,0.22,1019.23,11.33,317.0,,clear-day,Clear,2010,12
8082,2010-12-03T18,50.15,28.68,10.0,0.43,0.21,1020.06,9.2,324.0,,clear-night,Clear,2010,12
8083,2010-12-03T19,57.36,50.89,8.59,0.79,0.98,1011.83,10.39,279.0,rain,cloudy,Overcast,2010,12
8084,2010-12-03T20,46.67,30.07,10.0,0.52,0.21,1019.96,4.36,285.0,,clear-night,Clear,2010,12
8085,2010-12-03T21,43.12,30.83,10.0,0.62,0.2,1019.71,3.03,271.0,,clear-night,Clear,2010,12
8086,2010-12-03T22,41.84,31.05,10.0,0.65,0.22,1019.95,6.72,309.0,,clear-night,Clear,2010,12
8087,2010-12-03T23,40.59,30.84,9.79,0.68,0.22,1019.62,4.95,300.0,,clear-night,Clear,2010,12
8088,2010-12-04T00,39.26,30.63,9.9,0.71,0.21,1019.57,6.91,310.0,,clear-night,Clear,2010,12
8089,2010-12-04T01,40.08,31.48,10.0,0.71,0.52,1018.97,4.98,310.0,,partly-cloudy-night,Partly Cloudy,2010,12
8090,2010-12-04T02,40.03,31.49,10.0,0.71,0.51,1018.77,5.8,329.0,,partly-cloudy-night,Partly Cloudy,2010,12
8091,2010-12-04T03,38.5,30.76,9.92,0.73,0.52,1018.91,5.5,309.0,,partly-cloudy-night,Partly Cloudy,2010,12
8092,2010-12-04T04,38.16,30.46,9.93,0.74,0.55,1018.73,2.7,296.0,,partly-cloudy-night,Partly Cloudy,2010,12
8093,2010-12-04T05,35.81,30.41,9.86,0.81,0.22,1018.49,3.89,268.0,,clear-night,Clear,2010,12
8094,2010-12-04T06,35.95,31.11,9.93,0.82,0.54,1018.86,1.42,290.0,,partly-cloudy-night,Partly Cloudy,2010,12
8095,2010-12-04T07,35.27,30.44,9.97,0.82,0.56,1018.77,2.93,200.0,,partly-cloudy-night,Partly Cloudy,2010,12
8096,2010-12-04T08,37.85,31.8,9.67,0.79,0.62,1018.82,3.72,223.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8097,2010-12-04T09,40.2,32.58,9.78,0.74,0.64,1018.11,3.21,206.0,rain,partly-cloudy-day,Mostly Cloudy,2010,12
8098,2010-12-04T10,43.47,32.6,9.93,0.65,0.69,1018.03,7.31,190.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8099,2010-12-04T11,47.77,34.49,10.0,0.6,0.67,1016.97,8.46,212.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8100,2010-12-04T12,52.11,39.39,10.0,0.62,0.92,1015.65,9.64,234.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8101,2010-12-04T13,55.81,43.53,9.88,0.63,0.95,1013.52,13.9,238.0,rain,cloudy,Overcast,2010,12
8102,2010-12-04T14,57.46,45.58,9.69,0.64,0.99,1012.17,11.49,239.0,rain,cloudy,Overcast,2010,12
8103,2010-12-04T15,56.86,47.59,9.59,0.71,1.0,1011.43,13.67,240.0,rain,cloudy,Overcast,2010,12
8104,2010-12-04T16,58.17,48.81,9.68,0.71,1.0,1011.24,12.29,251.0,,cloudy,Overcast,2010,12
8105,2010-12-04T17,58.29,50.19,9.43,0.74,1.0,1011.4,14.08,260.0,rain,cloudy,Overcast,2010,12
8106,2010-12-04T18,58.31,51.8,9.46,0.79,1.0,1011.45,12.38,268.0,,cloudy,Overcast,2010,12
8107,2010-12-04T19,34.19,18.24,10.0,0.52,0.3,1022.81,13.44,329.0,,partly-cloudy-night,Partly Cloudy,2010,12
8108,2010-12-04T20,56.85,50.93,9.8,0.81,0.8,1011.82,12.02,294.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8109,2010-12-04T21,55.14,48.95,9.87,0.8,0.46,1011.99,10.91,287.0,,partly-cloudy-night,Partly Cloudy,2010,12
8110,2010-12-04T22,54.69,46.67,9.97,0.74,0.34,1012.16,15.24,304.0,,partly-cloudy-night,Partly Cloudy,2010,12
8111,2010-12-04T23,52.24,42.22,10.0,0.69,0.43,1012.63,15.98,304.0,,partly-cloudy-night,Partly Cloudy,2010,12
8112,2010-12-05T00,48.26,37.32,10.0,0.66,0.39,1013.89,20.68,334.0,,wind,Breezy and Partly Cloudy,2010,12
8113,2010-12-05T01,44.68,32.09,10.0,0.61,0.72,1014.54,15.82,321.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8114,2010-12-05T02,42.97,30.3,10.0,0.61,0.75,1014.99,15.16,321.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8115,2010-12-05T03,41.98,30.12,10.0,0.62,0.81,1015.41,19.76,335.0,,wind,Breezy and Mostly Cloudy,2010,12
8116,2010-12-05T04,40.73,28.93,10.0,0.63,0.83,1015.83,13.66,329.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8117,2010-12-05T05,39.79,28.19,10.0,0.63,0.99,1016.59,17.41,337.0,,cloudy,Overcast,2010,12
8118,2010-12-05T06,38.2,27.98,9.88,0.66,1.0,1017.3,19.06,330.0,,wind,Breezy and Overcast,2010,12
8119,2010-12-05T07,37.92,27.15,9.89,0.65,1.0,1018.22,19.58,337.0,,wind,Breezy and Overcast,2010,12
8120,2010-12-05T08,37.12,25.53,10.0,0.63,1.0,1018.73,14.81,338.0,,cloudy,Overcast,2010,12
8121,2010-12-05T09,36.38,25.48,10.0,0.64,1.0,1019.49,15.51,338.0,,cloudy,Overcast,2010,12
8122,2010-12-05T10,36.87,25.58,9.42,0.63,0.99,1020.73,14.4,324.0,,cloudy,Overcast,2010,12
8123,2010-12-05T11,36.33,23.28,10.0,0.59,0.81,1021.78,16.29,328.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8124,2010-12-05T12,37.12,22.31,10.0,0.55,0.8,1021.81,17.24,345.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8125,2010-12-05T13,37.32,21.96,10.0,0.53,0.74,1021.44,20.23,344.0,,wind,Breezy and Mostly Cloudy,2010,12
8126,2010-12-05T14,38.48,20.93,10.0,0.49,0.64,1021.19,14.21,335.0,,partly-cloudy-day,Mostly Cloudy,2010,12
8127,2010-12-05T15,40.01,18.93,10.0,0.42,0.58,1021.21,17.5,346.0,,partly-cloudy-day,Partly Cloudy,2010,12
8128,2010-12-05T16,39.53,18.38,10.0,0.42,0.56,1021.72,18.0,345.0,,partly-cloudy-day,Partly Cloudy,2010,12
8129,2010-12-05T17,36.95,19.03,10.0,0.48,0.56,1022.02,15.58,346.0,,partly-cloudy-day,Partly Cloudy,2010,12
8130,2010-12-05T18,35.12,18.02,10.0,0.49,0.26,1022.7,12.3,337.0,,partly-cloudy-night,Partly Cloudy,2010,12
8131,2010-12-05T19,32.94,13.79,10.0,0.45,0.0,1019.71,14.2,301.0,,clear-night,Clear,2010,12
8132,2010-12-05T20,33.11,19.37,10.0,0.57,0.27,1023.08,9.48,321.0,,partly-cloudy-night,Partly Cloudy,2010,12
8133,2010-12-05T21,32.86,19.54,10.0,0.58,0.28,1023.1,10.55,336.0,,partly-cloudy-night,Partly Cloudy,2010,12
8134,2010-12-05T22,32.9,20.34,10.0,0.59,0.4,1023.15,12.27,338.0,,partly-cloudy-night,Partly Cloudy,2010,12
8135,2010-12-05T23,33.07,20.04,10.0,0.58,0.44,1023.33,13.68,327.0,,partly-cloudy-night,Partly Cloudy,2010,12
8136,2010-12-06T00,33.08,19.46,10.0,0.57,0.76,1023.47,15.9,336.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8137,2010-12-06T01,32.11,19.24,10.0,0.59,0.75,1022.75,15.39,329.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8138,2010-12-06T02,31.86,18.35,10.0,0.57,0.68,1022.6,16.05,329.0,,partly-cloudy-night,Mostly Cloudy,2010,12
8139,2010-12-06T03,30.3,17.94,10.0,0.6,0.38,1022.68,12.63,323.0,,partly-cloudy-night,Partly Cloudy,2010,12
8140,2010-12-06T04,29.36,16.68,10.0,0.59,0.39,1022.49,14.24,329.0,,partly-cloudy-night,Partly Cloudy,2010,12
8141,2010-12-06T05,28.48,16.51,10.0,0.6,0.39,1022.11,15.82,321.0,,partly-cloudy-night,Partly Cloudy,2010,12
8142,2010-12-06T06,28.33,17.22,10.0,0.63,0.36,1022.13,15.47,323.0,,partly-cloudy-night,Partly Cloudy,2010,12
8143,2010-12-06T07,27.37,16.77,10.0,0.64,0.35,1022.64,18.8,321.0,,wind,Breezy and Partly Cloudy,2010,12
8144,2010-12-06T08,27.39,16.58,10.0,0.63,0.28,1022.62,12.87,342.0,,partly-cloudy-day,Partly Cloudy,2010,12
8145,2010-12-06T09,29.85,16.61,10.0,0.57,0.29,1022.89,13.33,327.0,,partly-cloudy-day,Partly Cloudy,2010,12
