,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
4344,2010-07-01T00,74.23,71.71,9.52,0.92,0.82,1019.38,3.2,225.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4345,2010-07-01T01,74.01,71.0,9.42,0.9,0.74,1019.29,,,,partly-cloudy-night,Mostly Cloudy,2010,07
4346,2010-07-01T02,72.99,70.67,9.32,0.92,0.73,1019.17,,,,partly-cloudy-night,Mostly Cloudy,2010,07
4347,2010-07-01T03,72.87,70.6,9.1,0.93,0.8,1018.78,0.0,,,partly-cloudy-night,Mostly Cloudy,2010,07
4348,2010-07-01T04,72.89,69.96,9.13,0.91,0.68,1018.38,,,,partly-cloudy-night,Mostly Cloudy,2010,07
4349,2010-07-01T05,72.74,70.54,9.05,0.93,0.61,1018.47,6.0,30.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4350,2010-07-01T06,72.65,69.91,8.03,0.91,0.63,1018.69,2.8,60.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4351,2010-07-01T07,72.62,70.67,6.03,0.94,0.67,1018.99,5.62,49.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4352,2010-07-01T08,74.0,70.99,5.77,0.9,0.7,1019.51,3.26,99.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4353,2010-07-01T09,77.84,71.69,6.16,0.81,0.71,1019.89,5.42,67.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4354,2010-07-01T10,78.74,71.73,6.35,0.79,0.73,1020.14,6.94,59.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4355,2010-07-01T11,80.62,72.47,6.54,0.76,0.44,1020.39,8.57,88.0,,partly-cloudy-day,Partly Cloudy,2010,07
4356,2010-07-01T12,81.35,71.71,7.35,0.73,0.7,1020.58,8.98,63.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4357,2010-07-01T13,83.11,70.76,9.48,0.66,0.37,1020.27,9.33,85.0,rain,partly-cloudy-day,Partly Cloudy,2010,07
4358,2010-07-01T14,85.04,70.6,9.49,0.62,0.33,1019.58,9.33,83.0,rain,partly-cloudy-day,Partly Cloudy,2010,07
4359,2010-07-01T15,85.74,70.46,9.79,0.6,0.61,1019.05,6.72,107.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4360,2010-07-01T16,85.85,69.54,9.86,0.58,0.35,1018.65,5.1,76.0,,partly-cloudy-day,Partly Cloudy,2010,07
4361,2010-07-01T17,86.02,69.33,9.88,0.58,0.31,1018.12,7.79,98.0,,partly-cloudy-day,Partly Cloudy,2010,07
4362,2010-07-01T18,86.56,68.01,9.94,0.54,0.31,1017.85,6.86,65.0,,partly-cloudy-day,Partly Cloudy,2010,07
4363,2010-07-01T19,86.31,68.88,9.94,0.56,0.4,1017.94,7.21,126.0,,partly-cloudy-day,Partly Cloudy,2010,07
4364,2010-07-01T20,79.06,67.57,9.63,0.68,0.73,1019.38,8.6,90.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4365,2010-07-01T21,81.82,70.08,9.65,0.68,0.33,1018.28,5.66,139.0,,partly-cloudy-night,Partly Cloudy,2010,07
4366,2010-07-01T22,80.49,71.12,9.59,0.73,0.27,1018.49,5.6,130.0,,partly-cloudy-night,Partly Cloudy,2010,07
4367,2010-07-01T23,77.95,71.61,9.49,0.81,0.24,1018.97,4.78,157.0,,clear-night,Clear,2010,07
4368,2010-07-02T00,77.23,71.5,9.13,0.83,0.26,1019.36,4.71,150.0,,partly-cloudy-night,Partly Cloudy,2010,07
4369,2010-07-02T01,75.53,71.44,9.09,0.87,0.24,1019.4,,,,clear-night,Clear,2010,07
4370,2010-07-02T02,75.25,71.3,8.04,0.88,0.27,1019.41,4.91,159.0,,partly-cloudy-night,Partly Cloudy,2010,07
4371,2010-07-02T03,74.21,71.18,7.52,0.9,0.03,1019.1,7.1,51.0,rain,clear-night,Clear,2010,07
4372,2010-07-02T04,73.99,71.11,8.15,0.91,0.25,1018.81,9.0,50.0,,partly-cloudy-night,Partly Cloudy,2010,07
4373,2010-07-02T05,73.36,70.27,6.68,0.9,0.28,1019.08,3.12,87.0,,partly-cloudy-night,Partly Cloudy,2010,07
4374,2010-07-02T06,72.57,70.3,5.44,0.93,0.33,1019.52,4.91,90.0,,partly-cloudy-night,Partly Cloudy,2010,07
4375,2010-07-02T07,72.72,71.35,3.7,0.96,0.95,1020.09,2.86,112.0,,cloudy,Overcast,2010,07
4376,2010-07-02T08,73.63,70.79,3.53,0.91,0.97,1020.58,5.2,116.0,rain,cloudy,Overcast,2010,07
4377,2010-07-02T09,74.55,70.74,3.68,0.88,0.94,1020.92,6.16,116.0,rain,cloudy,Overcast,2010,07
4378,2010-07-02T10,74.83,70.13,6.04,0.85,0.97,1021.22,7.02,116.0,rain,cloudy,Overcast,2010,07
4379,2010-07-02T11,75.75,69.48,5.83,0.81,0.8,1021.4,10.59,110.0,rain,partly-cloudy-day,Mostly Cloudy,2010,07
4380,2010-07-02T12,77.56,69.2,9.1,0.76,0.75,1021.55,9.06,106.0,rain,rain,Drizzle,2010,07
4381,2010-07-02T13,78.6,67.72,9.3,0.69,0.71,1021.55,9.24,112.0,rain,partly-cloudy-day,Mostly Cloudy,2010,07
4382,2010-07-02T14,80.2,67.85,9.49,0.66,0.9,1021.24,7.26,120.0,rain,partly-cloudy-day,Mostly Cloudy,2010,07
4383,2010-07-02T15,80.52,68.38,9.51,0.67,0.76,1020.81,12.5,91.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4384,2010-07-02T16,82.75,67.65,9.62,0.6,0.73,1020.36,8.64,110.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4385,2010-07-02T17,80.89,67.68,9.66,0.64,0.75,1020.19,11.3,97.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4386,2010-07-02T18,80.2,67.55,9.65,0.65,0.43,1019.69,11.09,80.0,,partly-cloudy-day,Partly Cloudy,2010,07
4387,2010-07-02T19,79.47,67.43,9.69,0.67,0.89,1019.55,9.56,90.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4388,2010-07-02T20,79.99,58.73,10.0,0.48,0.23,1019.36,7.09,125.0,,clear-day,Clear,2010,07
4389,2010-07-02T21,77.03,67.35,9.64,0.72,0.71,1019.57,8.25,98.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4390,2010-07-02T22,76.0,67.42,9.75,0.75,0.68,1019.87,6.9,98.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4391,2010-07-02T23,75.52,67.48,9.62,0.76,0.61,1020.31,7.24,99.0,,partly-cloudy-night,Mostly Cloudy,2010,07
4392,2010-07-03T00,73.86,68.0,9.59,0.82,0.31,1020.5,7.3,81.0,,partly-cloudy-night,Partly Cloudy,2010,07
4393,2010-07-03T01,72.84,67.25,9.47,0.83,0.35,1020.61,6.78,90.0,,partly-cloudy-night,Partly Cloudy,2010,07
4394,2010-07-03T02,72.54,66.42,8.51,0.81,0.32,1020.51,6.59,99.0,,partly-cloudy-night,Partly Cloudy,2010,07
4395,2010-07-03T03,72.46,66.14,9.54,0.81,0.42,1020.42,6.1,90.0,,partly-cloudy-night,Partly Cloudy,2010,07
4396,2010-07-03T04,71.63,65.08,9.74,0.8,0.1,1020.41,5.33,136.0,,clear-night,Clear,2010,07
4397,2010-07-03T05,69.82,64.02,9.55,0.82,0.54,1020.95,5.78,155.0,,partly-cloudy-night,Partly Cloudy,2010,07
4398,2010-07-03T06,69.36,63.75,9.38,0.82,0.24,1021.41,2.82,151.0,,clear-night,Clear,2010,07
4399,2010-07-03T07,68.24,63.14,8.87,0.84,0.64,1021.92,2.79,113.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4400,2010-07-03T08,70.68,62.5,9.53,0.75,0.36,1022.24,3.49,97.0,,partly-cloudy-day,Partly Cloudy,2010,07
4401,2010-07-03T09,72.2,61.95,9.96,0.7,0.31,1022.88,7.56,87.0,,partly-cloudy-day,Partly Cloudy,2010,07
4402,2010-07-03T10,73.56,59.58,10.0,0.62,0.32,1022.99,8.31,145.0,,partly-cloudy-day,Partly Cloudy,2010,07
4403,2010-07-03T11,76.25,60.15,10.0,0.58,0.34,1022.68,7.18,116.0,,partly-cloudy-day,Partly Cloudy,2010,07
4404,2010-07-03T12,78.41,60.04,10.0,0.53,0.24,1022.26,9.16,110.0,,clear-day,Clear,2010,07
4405,2010-07-03T13,79.56,60.01,10.0,0.51,0.29,1021.95,7.54,111.0,,partly-cloudy-day,Partly Cloudy,2010,07
4406,2010-07-03T14,81.36,60.17,10.0,0.49,0.32,1021.18,9.15,107.0,,partly-cloudy-day,Partly Cloudy,2010,07
4407,2010-07-03T15,82.17,60.72,10.0,0.48,0.65,1020.97,8.87,76.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4408,2010-07-03T16,81.75,61.08,10.0,0.5,0.67,1020.44,9.56,88.0,,partly-cloudy-day,Mostly Cloudy,2010,07
4409,2010-07-03T17,82.36,60.79,10.0,0.48,0.35,1019.92,8.09,108.0,,partly-cloudy-day,Partly Cloudy,2010,07
4410,2010-07-03T18,82.1,60.61,10.0,0.48,0.32,1019.56,7.49,82.0,,partly-cloudy-day,Partly Cloudy,2010,07
4411,2010-07-03T19,81.34,59.96,10.0,0.48,0.28,1019.37,7.09,75.0,,partly-cloudy-day,Partly Cloudy,2010,07
4412,2010-07-03T20,82.1,57.73,10.0,0.44,0.24,1017.73,8.51,147.0,,clear-day,Clear,2010,07
4413,2010-07-03T21,77.19,58.92,10.0,0.53,0.0,1019.47,6.17,127.0,,clear-night,Clear,2010,07
4414,2010-07-03T22,75.04,60.13,9.92,0.6,0.0,1019.8,4.66,146.0,,clear-night,Clear,2010,07
4415,2010-07-03T23,72.6,61.57,9.83,0.68,0.01,1020.28,4.83,138.0,,clear-night,Clear,2010,07
4416,2010-07-04T00,72.29,60.83,9.69,0.67,0.02,1020.59,3.0,70.0,,clear-night,Clear,2010,07
4417,2010-07-04T01,70.35,60.65,9.42,0.71,0.01,1020.51,7.0,100.0,,clear-night,Clear,2010,07
4418,2010-07-04T02,69.86,59.22,9.23,0.69,0.01,1020.04,3.0,120.0,,clear-night,Clear,2010,07
4419,2010-07-04T03,68.12,59.77,9.02,0.75,0.0,1019.65,5.0,120.0,,clear-night,Clear,2010,07
4420,2010-07-04T04,67.88,59.2,8.81,0.74,0.0,1019.39,,,,clear-night,Clear,2010,07
4421,2010-07-04T05,66.33,59.53,8.92,0.79,0.0,1019.3,3.0,40.0,,clear-night,Clear,2010,07
4422,2010-07-04T06,66.06,60.07,8.7,0.81,0.0,1019.63,,,,clear-night,Clear,2010,07
4423,2010-07-04T07,64.9,60.0,8.84,0.84,0.02,1020.31,2.9,99.0,,clear-day,Clear,2010,07
4424,2010-07-04T08,68.35,61.49,9.19,0.79,0.0,1020.56,3.12,91.0,,clear-day,Clear,2010,07
4425,2010-07-04T09,71.97,62.95,9.65,0.73,0.01,1020.99,2.92,141.0,,clear-day,Clear,2010,07
4426,2010-07-04T10,76.02,62.47,9.89,0.63,0.0,1020.91,5.56,177.0,,clear-day,Clear,2010,07
4427,2010-07-04T11,78.46,60.38,9.89,0.54,0.24,1020.59,5.65,165.0,,clear-day,Clear,2010,07
4428,2010-07-04T12,80.57,57.26,9.88,0.45,0.3,1020.66,8.85,138.0,,partly-cloudy-day,Partly Cloudy,2010,07
