,FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 27,Month
746,2010-10-01,DL,1911,ATL,DFW,1724,1728.0,4.0,16.0,1744.0,1826.0,12.0,1850,1838.0,-12.0,0.0,,0.0,146.0,130.0,102.0,732.0,,,,,,,10
747,2010-10-01,DL,2011,ATL,DFW,1605,1604.0,-1.0,15.0,1619.0,1659.0,8.0,1735,1707.0,-28.0,0.0,,0.0,150.0,123.0,100.0,732.0,,,,,,,10
748,2010-10-02,DL,2011,ATL,DFW,1605,1603.0,-2.0,23.0,1626.0,1710.0,18.0,1735,1728.0,-7.0,0.0,,0.0,150.0,145.0,104.0,732.0,,,,,,,10
749,2010-10-03,DL,1911,ATL,DFW,1724,1731.0,7.0,16.0,1747.0,1833.0,15.0,1850,1848.0,-2.0,0.0,,0.0,146.0,137.0,106.0,732.0,,,,,,,10
750,2010-10-03,DL,2011,ATL,DFW,1605,1603.0,-2.0,17.0,1620.0,1709.0,18.0,1735,1727.0,-8.0,0.0,,0.0,150.0,144.0,109.0,732.0,,,,,,,10
751,2010-10-04,DL,1911,ATL,DFW,1724,1731.0,7.0,17.0,1748.0,1835.0,7.0,1850,1842.0,-8.0,0.0,,0.0,146.0,131.0,107.0,732.0,,,,,,,10
752,2010-10-04,DL,2011,ATL,DFW,1605,1602.0,-3.0,17.0,1619.0,1703.0,6.0,1735,1709.0,-26.0,0.0,,0.0,150.0,127.0,104.0,732.0,,,,,,,10
753,2010-10-05,DL,1911,ATL,DFW,1724,1719.0,-5.0,17.0,1736.0,1817.0,6.0,1850,1823.0,-27.0,0.0,,0.0,146.0,124.0,101.0,732.0,,,,,,,10
754,2010-10-05,DL,2011,ATL,DFW,1605,1602.0,-3.0,26.0,1628.0,1714.0,3.0,1735,1717.0,-18.0,0.0,,0.0,150.0,135.0,106.0,732.0,,,,,,,10
755,2010-10-06,DL,1911,ATL,DFW,1724,1724.0,0.0,21.0,1745.0,1827.0,5.0,1850,1832.0,-18.0,0.0,,0.0,146.0,128.0,102.0,732.0,,,,,,,10
756,2010-10-06,DL,2011,ATL,DFW,1605,1609.0,4.0,20.0,1629.0,1716.0,5.0,1735,1721.0,-14.0,0.0,,0.0,150.0,132.0,107.0,732.0,,,,,,,10
757,2010-10-07,DL,1911,ATL,DFW,1724,1724.0,0.0,20.0,1744.0,1827.0,6.0,1850,1833.0,-17.0,0.0,,0.0,146.0,129.0,103.0,732.0,,,,,,,10
758,2010-10-07,DL,2011,ATL,DFW,1605,1607.0,2.0,20.0,1627.0,1712.0,6.0,1735,1718.0,-17.0,0.0,,0.0,150.0,131.0,105.0,732.0,,,,,,,10
759,2010-10-08,DL,1911,ATL,DFW,1724,1723.0,-1.0,22.0,1745.0,1830.0,9.0,1850,1839.0,-11.0,0.0,,0.0,146.0,136.0,105.0,732.0,,,,,,,10
760,2010-10-08,DL,2011,ATL,DFW,1605,1622.0,17.0,30.0,1652.0,1741.0,6.0,1735,1747.0,12.0,0.0,,0.0,150.0,145.0,109.0,732.0,,,,,,,10
761,2010-10-09,DL,2011,ATL,DFW,1605,1601.0,-4.0,15.0,1616.0,1703.0,14.0,1735,1717.0,-18.0,0.0,,0.0,150.0,136.0,107.0,732.0,,,,,,,10
762,2010-10-10,DL,1911,ATL,DFW,1724,1724.0,0.0,14.0,1738.0,1828.0,4.0,1850,1832.0,-18.0,0.0,,0.0,146.0,128.0,110.0,732.0,,,,,,,10
763,2010-10-10,DL,2011,ATL,DFW,1605,1606.0,1.0,39.0,1645.0,1739.0,5.0,1733,1744.0,11.0,0.0,,0.0,148.0,158.0,114.0,732.0,,,,,,,10
764,2010-10-11,DL,1911,ATL,DFW,1724,1721.0,-3.0,26.0,1747.0,1901.0,7.0,1850,1908.0,18.0,0.0,,0.0,146.0,167.0,134.0,732.0,0.0,0.0,18.0,0.0,0.0,,10
765,2010-10-11,DL,2011,ATL,DFW,1605,1604.0,-1.0,26.0,1630.0,1725.0,6.0,1735,1731.0,-4.0,0.0,,0.0,150.0,147.0,115.0,732.0,,,,,,,10
766,2010-10-12,DL,1911,ATL,DFW,1724,1724.0,0.0,13.0,1737.0,1830.0,13.0,1850,1843.0,-7.0,0.0,,0.0,146.0,139.0,113.0,732.0,,,,,,,10
767,2010-10-12,DL,2011,ATL,DFW,1605,1606.0,1.0,15.0,1621.0,1720.0,6.0,1735,1726.0,-9.0,0.0,,0.0,150.0,140.0,119.0,732.0,,,,,,,10
768,2010-10-13,DL,1911,ATL,DFW,1724,1725.0,1.0,28.0,1753.0,1848.0,9.0,1850,1857.0,7.0,0.0,,0.0,146.0,152.0,115.0,732.0,,,,,,,10
769,2010-10-13,DL,2011,ATL,DFW,1605,1602.0,-3.0,39.0,1641.0,1736.0,8.0,1735,1744.0,9.0,0.0,,0.0,150.0,162.0,115.0,732.0,,,,,,,10
770,2010-10-14,DL,1911,ATL,DFW,1724,1734.0,10.0,16.0,1750.0,1830.0,9.0,1850,1839.0,-11.0,0.0,,0.0,146.0,125.0,100.0,732.0,,,,,,,10
771,2010-10-14,DL,2011,ATL,DFW,1605,1600.0,-5.0,32.0,1632.0,1716.0,8.0,1735,1724.0,-11.0,0.0,,0.0,150.0,144.0,104.0,732.0,,,,,,,10
772,2010-10-15,DL,1911,ATL,DFW,1724,1722.0,-2.0,13.0,1735.0,1820.0,5.0,1850,1825.0,-25.0,0.0,,0.0,146.0,123.0,105.0,732.0,,,,,,,10
773,2010-10-15,DL,2011,ATL,DFW,1605,1608.0,3.0,17.0,1625.0,1710.0,5.0,1735,1715.0,-20.0,0.0,,0.0,150.0,127.0,105.0,732.0,,,,,,,10
774,2010-10-16,DL,2011,ATL,DFW,1605,1655.0,50.0,12.0,1707.0,1752.0,7.0,1735,1759.0,24.0,0.0,,0.0,150.0,124.0,105.0,732.0,24.0,0.0,0.0,0.0,0.0,,10
775,2010-10-17,DL,1911,ATL,DFW,1724,1721.0,-3.0,20.0,1741.0,1832.0,6.0,1850,1838.0,-12.0,0.0,,0.0,146.0,137.0,111.0,732.0,,,,,,,10
776,2010-10-17,DL,2011,ATL,DFW,1605,1603.0,-2.0,17.0,1620.0,1711.0,3.0,1735,1714.0,-21.0,0.0,,0.0,150.0,131.0,111.0,732.0,,,,,,,10
