,FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 27,Month
511,2010-07-01,DL,1911,ATL,DFW,1715,1716.0,1.0,30.0,1746.0,1835.0,5.0,1837,1840.0,3.0,0.0,,0.0,142.0,144.0,109.0,732.0,,,,,,,07
512,2010-07-01,DL,2011,ATL,DFW,1615,1616.0,1.0,25.0,1641.0,1733.0,7.0,1735,1740.0,5.0,0.0,,0.0,140.0,144.0,112.0,732.0,,,,,,,07
513,2010-07-01,DL,2111,ATL,DFW,1505,1458.0,-7.0,20.0,1518.0,1609.0,7.0,1625,1616.0,-9.0,0.0,,0.0,140.0,138.0,111.0,732.0,,,,,,,07
514,2010-07-02,DL,1911,ATL,DFW,1715,1751.0,36.0,24.0,1815.0,1941.0,7.0,1837,1948.0,71.0,0.0,,0.0,142.0,177.0,146.0,732.0,4.0,0.0,35.0,0.0,32.0,,07
515,2010-07-02,DL,2011,ATL,DFW,1615,1615.0,0.0,24.0,1639.0,2013.0,12.0,1735,2025.0,,0.0,,1.0,140.0,,,732.0,,,,,,,07
516,2010-07-02,DL,2111,ATL,DFW,1505,1504.0,-1.0,29.0,1533.0,1633.0,12.0,1625,1645.0,20.0,0.0,,0.0,140.0,161.0,120.0,732.0,0.0,0.0,20.0,0.0,0.0,,07
517,2010-07-03,DL,2011,ATL,DFW,1615,1612.0,-3.0,19.0,1631.0,1931.0,10.0,1735,1941.0,,0.0,,1.0,140.0,,,732.0,,,,,,,07
518,2010-07-03,DL,2111,ATL,DFW,1505,1530.0,25.0,24.0,1554.0,1639.0,11.0,1625,1650.0,25.0,0.0,,0.0,140.0,140.0,105.0,732.0,0.0,0.0,0.0,0.0,25.0,,07
519,2010-07-04,DL,2011,ATL,DFW,1615,1611.0,-4.0,21.0,1632.0,1710.0,9.0,1732,1719.0,-13.0,0.0,,0.0,137.0,128.0,98.0,732.0,,,,,,,07
520,2010-07-04,DL,2111,ATL,DFW,1505,1503.0,-2.0,25.0,1528.0,1605.0,4.0,1625,1609.0,-16.0,0.0,,0.0,140.0,126.0,97.0,732.0,,,,,,,07
521,2010-07-05,DL,1911,ATL,DFW,1715,1713.0,-2.0,17.0,1730.0,1814.0,6.0,1837,1820.0,-17.0,0.0,,0.0,142.0,127.0,104.0,732.0,,,,,,,07
522,2010-07-05,DL,2011,ATL,DFW,1615,1613.0,-2.0,15.0,1628.0,1706.0,6.0,1732,1712.0,-20.0,0.0,,0.0,137.0,119.0,98.0,732.0,,,,,,,07
523,2010-07-05,DL,2111,ATL,DFW,1505,1501.0,-4.0,35.0,1536.0,1615.0,7.0,1625,1622.0,-3.0,0.0,,0.0,140.0,141.0,99.0,732.0,,,,,,,07
524,2010-07-06,DL,1911,ATL,DFW,1715,1715.0,0.0,24.0,1739.0,1828.0,7.0,1837,1835.0,-2.0,0.0,,0.0,142.0,140.0,109.0,732.0,,,,,,,07
525,2010-07-06,DL,2011,ATL,DFW,1615,1630.0,15.0,24.0,1654.0,1743.0,7.0,1735,1750.0,15.0,0.0,,0.0,140.0,140.0,109.0,732.0,11.0,0.0,4.0,0.0,0.0,,07
526,2010-07-06,DL,2111,ATL,DFW,1505,1505.0,0.0,22.0,1527.0,1647.0,6.0,1625,1653.0,28.0,0.0,,0.0,140.0,168.0,140.0,732.0,0.0,0.0,28.0,0.0,0.0,,07
527,2010-07-07,DL,1911,ATL,DFW,1715,1719.0,4.0,15.0,1734.0,1820.0,10.0,1837,1830.0,-7.0,0.0,,0.0,142.0,131.0,106.0,732.0,,,,,,,07
528,2010-07-07,DL,2011,ATL,DFW,1615,1614.0,-1.0,20.0,1634.0,1719.0,4.0,1735,1723.0,-12.0,0.0,,0.0,140.0,129.0,105.0,732.0,,,,,,,07
529,2010-07-07,DL,2111,ATL,DFW,1505,1507.0,2.0,25.0,1532.0,1615.0,5.0,1625,1620.0,-5.0,0.0,,0.0,140.0,133.0,103.0,732.0,,,,,,,07
530,2010-07-08,DL,1911,ATL,DFW,1715,1722.0,7.0,26.0,1748.0,1841.0,13.0,1837,1854.0,17.0,0.0,,0.0,142.0,152.0,113.0,732.0,0.0,0.0,10.0,0.0,7.0,,07
531,2010-07-08,DL,2011,ATL,DFW,1615,1615.0,0.0,30.0,1645.0,1758.0,7.0,1735,1805.0,30.0,0.0,,0.0,140.0,170.0,133.0,732.0,0.0,0.0,30.0,0.0,0.0,,07
