,FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 27,Month
163,2010-03-01,DL,67,ATL,DFW,1630,1629.0,-1.0,19.0,1648.0,1746.0,3.0,1805,1749.0,-16.0,0.0,,0.0,155.0,140.0,118.0,732.0,,,,,,,03
164,2010-03-01,DL,1923,ATL,DFW,1505,1500.0,-5.0,20.0,1520.0,1617.0,9.0,1636,1626.0,-10.0,0.0,,0.0,151.0,146.0,117.0,732.0,,,,,,,03
165,2010-03-01,DL,1927,ATL,DFW,1745,1739.0,-6.0,19.0,1758.0,1856.0,5.0,1915,1901.0,-14.0,0.0,,0.0,150.0,142.0,118.0,732.0,,,,,,,03
166,2010-03-02,DL,67,ATL,DFW,1630,,,,,,,1805,,,1.0,B,0.0,155.0,,,732.0,,,,,,,03
167,2010-03-02,DL,1923,ATL,DFW,1505,,,,,,,1636,,,1.0,B,0.0,151.0,,,732.0,,,,,,,03
168,2010-03-02,DL,1927,ATL,DFW,1745,1845.0,60.0,17.0,1902.0,1951.0,2.0,1915,1953.0,38.0,0.0,,0.0,150.0,128.0,109.0,732.0,13.0,15.0,0.0,0.0,10.0,,03
169,2010-03-03,DL,67,ATL,DFW,1630,1625.0,-5.0,24.0,1649.0,1744.0,5.0,1805,1749.0,-16.0,0.0,,0.0,155.0,144.0,115.0,732.0,,,,,,,03
170,2010-03-03,DL,1923,ATL,DFW,1505,1503.0,-2.0,24.0,1527.0,1622.0,5.0,1636,1627.0,-9.0,0.0,,0.0,151.0,144.0,115.0,732.0,,,,,,,03
171,2010-03-03,DL,1927,ATL,DFW,1745,1742.0,-3.0,26.0,1808.0,1909.0,9.0,1915,1918.0,3.0,0.0,,0.0,150.0,156.0,121.0,732.0,,,,,,,03
172,2010-03-04,DL,67,ATL,DFW,1630,1629.0,-1.0,19.0,1648.0,1744.0,6.0,1805,1750.0,-15.0,0.0,,0.0,155.0,141.0,116.0,732.0,,,,,,,03
173,2010-03-04,DL,1923,ATL,DFW,1505,1504.0,-1.0,31.0,1535.0,1630.0,5.0,1636,1635.0,-1.0,0.0,,0.0,151.0,151.0,115.0,732.0,,,,,,,03
174,2010-03-04,DL,1927,ATL,DFW,1745,1758.0,13.0,15.0,1813.0,1910.0,7.0,1915,1917.0,2.0,0.0,,0.0,150.0,139.0,117.0,732.0,,,,,,,03
175,2010-03-05,DL,67,ATL,DFW,1630,1627.0,-3.0,28.0,1655.0,1752.0,3.0,1805,1755.0,-10.0,0.0,,0.0,155.0,148.0,117.0,732.0,,,,,,,03
176,2010-03-05,DL,1923,ATL,DFW,1505,1502.0,-3.0,23.0,1525.0,1621.0,4.0,1636,1625.0,-11.0,0.0,,0.0,151.0,143.0,116.0,732.0,,,,,,,03
177,2010-03-05,DL,1927,ATL,DFW,1745,1741.0,-4.0,16.0,1757.0,1855.0,5.0,1915,1900.0,-15.0,0.0,,0.0,150.0,139.0,118.0,732.0,,,,,,,03
178,2010-03-06,DL,67,ATL,DFW,1630,1709.0,39.0,15.0,1724.0,1819.0,6.0,1803,1825.0,22.0,0.0,,0.0,153.0,136.0,115.0,732.0,22.0,0.0,0.0,0.0,0.0,,03
179,2010-03-06,DL,1923,ATL,DFW,1505,1502.0,-3.0,15.0,1517.0,1610.0,6.0,1636,1616.0,-20.0,0.0,,0.0,151.0,134.0,113.0,732.0,,,,,,,03
180,2010-03-07,DL,67,ATL,DFW,1630,1625.0,-5.0,20.0,1645.0,1742.0,10.0,1805,1752.0,-13.0,0.0,,0.0,155.0,147.0,117.0,732.0,,,,,,,03
181,2010-03-07,DL,1923,ATL,DFW,1505,1505.0,0.0,21.0,1526.0,1631.0,7.0,1636,1638.0,2.0,0.0,,0.0,151.0,153.0,125.0,732.0,,,,,,,03
182,2010-03-07,DL,1927,ATL,DFW,1745,1744.0,-1.0,20.0,1804.0,1902.0,8.0,1915,1910.0,-5.0,0.0,,0.0,150.0,146.0,118.0,732.0,,,,,,,03
183,2010-03-08,DL,67,ATL,DFW,1630,1651.0,21.0,36.0,1727.0,1916.0,11.0,1805,1927.0,82.0,0.0,,0.0,155.0,216.0,169.0,732.0,21.0,0.0,61.0,0.0,0.0,,03
184,2010-03-08,DL,1923,ATL,DFW,1505,1501.0,-4.0,41.0,1542.0,1849.0,9.0,1636,1858.0,,0.0,,1.0,151.0,,,732.0,,,,,,,03
185,2010-03-08,DL,1927,ATL,DFW,1745,1800.0,15.0,19.0,1819.0,2011.0,9.0,1915,2020.0,65.0,0.0,,0.0,150.0,200.0,172.0,732.0,14.0,0.0,50.0,0.0,1.0,,03
186,2010-03-09,DL,67,ATL,DFW,1630,1626.0,-4.0,18.0,1644.0,1737.0,10.0,1805,1747.0,-18.0,0.0,,0.0,155.0,141.0,113.0,732.0,,,,,,,03
187,2010-03-09,DL,1923,ATL,DFW,1505,1457.0,-8.0,29.0,1526.0,1622.0,6.0,1636,1628.0,-8.0,0.0,,0.0,151.0,151.0,116.0,732.0,,,,,,,03
188,2010-03-09,DL,1927,ATL,DFW,1745,1736.0,-9.0,37.0,1813.0,1914.0,6.0,1915,1920.0,5.0,0.0,,0.0,150.0,164.0,121.0,732.0,,,,,,,03
189,2010-03-10,DL,67,ATL,DFW,1630,1745.0,75.0,30.0,1815.0,1919.0,9.0,1805,1928.0,83.0,0.0,,0.0,155.0,163.0,124.0,732.0,0.0,0.0,8.0,0.0,75.0,,03
190,2010-03-10,DL,1923,ATL,DFW,1505,1503.0,-2.0,15.0,1518.0,1624.0,7.0,1636,1631.0,-5.0,0.0,,0.0,151.0,148.0,126.0,732.0,,,,,,,03
191,2010-03-10,DL,1927,ATL,DFW,1745,1745.0,0.0,26.0,1811.0,1913.0,9.0,1915,1922.0,7.0,0.0,,0.0,150.0,157.0,122.0,732.0,,,,,,,03
192,2010-03-11,DL,67,ATL,DFW,1630,1700.0,30.0,29.0,1729.0,1835.0,8.0,1805,1843.0,38.0,0.0,,0.0,155.0,163.0,126.0,732.0,0.0,0.0,8.0,0.0,30.0,,03
193,2010-03-11,DL,1923,ATL,DFW,1505,1545.0,40.0,8.0,1553.0,1659.0,8.0,1636,1707.0,31.0,0.0,,0.0,151.0,142.0,126.0,732.0,0.0,0.0,31.0,0.0,0.0,,03
194,2010-03-11,DL,1927,ATL,DFW,1745,1835.0,50.0,10.0,1845.0,1950.0,9.0,1915,1959.0,44.0,0.0,,0.0,150.0,144.0,125.0,732.0,0.0,0.0,0.0,0.0,44.0,,03
195,2010-03-12,DL,67,ATL,DFW,1630,1802.0,92.0,20.0,1822.0,1916.0,13.0,1805,1929.0,84.0,0.0,,0.0,155.0,147.0,114.0,732.0,9.0,0.0,0.0,0.0,75.0,,03
196,2010-03-12,DL,1923,ATL,DFW,1505,1918.0,253.0,19.0,1937.0,2028.0,12.0,1636,2040.0,244.0,0.0,,0.0,151.0,142.0,111.0,732.0,0.0,0.0,0.0,0.0,244.0,,03
197,2010-03-12,DL,1927,ATL,DFW,1745,1950.0,125.0,17.0,2007.0,2054.0,8.0,1915,2102.0,107.0,0.0,,0.0,150.0,132.0,107.0,732.0,101.0,0.0,0.0,0.0,6.0,,03
198,2010-03-13,DL,67,ATL,DFW,1630,1646.0,16.0,19.0,1705.0,1802.0,9.0,1803,1811.0,8.0,0.0,,0.0,153.0,145.0,117.0,732.0,,,,,,,03
199,2010-03-13,DL,1923,ATL,DFW,1505,1500.0,-5.0,20.0,1520.0,1619.0,5.0,1636,1624.0,-12.0,0.0,,0.0,151.0,144.0,119.0,732.0,,,,,,,03
200,2010-03-14,DL,1263,ATL,DFW,1630,1640.0,10.0,16.0,1656.0,1744.0,7.0,1805,1751.0,-14.0,0.0,,0.0,155.0,131.0,108.0,732.0,,,,,,,03
201,2010-03-14,DL,1923,ATL,DFW,1505,1503.0,-2.0,18.0,1521.0,1609.0,9.0,1636,1618.0,-18.0,0.0,,0.0,151.0,135.0,108.0,732.0,,,,,,,03
202,2010-03-14,DL,1927,ATL,DFW,1745,1741.0,-4.0,15.0,1756.0,1836.0,8.0,1915,1844.0,-31.0,0.0,,0.0,150.0,123.0,100.0,732.0,,,,,,,03
203,2010-03-15,DL,67,ATL,DFW,1630,1628.0,-2.0,25.0,1653.0,1746.0,7.0,1805,1753.0,-12.0,0.0,,0.0,155.0,145.0,113.0,732.0,,,,,,,03
204,2010-03-15,DL,1923,ATL,DFW,1505,1459.0,-6.0,28.0,1527.0,1622.0,7.0,1636,1629.0,-7.0,0.0,,0.0,151.0,150.0,115.0,732.0,,,,,,,03
205,2010-03-15,DL,1927,ATL,DFW,1745,1742.0,-3.0,13.0,1755.0,1848.0,10.0,1915,1858.0,-17.0,0.0,,0.0,150.0,136.0,113.0,732.0,,,,,,,03
206,2010-03-16,DL,67,ATL,DFW,1630,1624.0,-6.0,19.0,1643.0,1737.0,6.0,1805,1743.0,-22.0,0.0,,0.0,155.0,139.0,114.0,732.0,,,,,,,03
207,2010-03-16,DL,1923,ATL,DFW,1505,,,,,,,1636,,,1.0,A,0.0,151.0,,,732.0,,,,,,,03
208,2010-03-16,DL,1927,ATL,DFW,1745,1742.0,-3.0,29.0,1811.0,1906.0,7.0,1915,1913.0,-2.0,0.0,,0.0,150.0,151.0,115.0,732.0,,,,,,,03
209,2010-03-17,DL,67,ATL,DFW,1630,1732.0,62.0,22.0,1754.0,1843.0,10.0,1805,1853.0,48.0,0.0,,0.0,155.0,141.0,109.0,732.0,48.0,0.0,0.0,0.0,0.0,,03
210,2010-03-17,DL,1923,ATL,DFW,1505,1502.0,-3.0,29.0,1531.0,1617.0,8.0,1636,1625.0,-11.0,0.0,,0.0,151.0,143.0,106.0,732.0,,,,,,,03
211,2010-03-17,DL,1927,ATL,DFW,1745,1745.0,0.0,15.0,1800.0,1849.0,16.0,1915,1905.0,-10.0,0.0,,0.0,150.0,140.0,109.0,732.0,,,,,,,03
212,2010-03-18,DL,67,ATL,DFW,1630,1701.0,31.0,17.0,1718.0,1800.0,4.0,1805,1804.0,-1.0,0.0,,0.0,155.0,123.0,102.0,732.0,,,,,,,03
213,2010-03-18,DL,1923,ATL,DFW,1505,1503.0,-2.0,23.0,1526.0,1612.0,8.0,1636,1620.0,-16.0,0.0,,0.0,151.0,137.0,106.0,732.0,,,,,,,03
214,2010-03-18,DL,1927,ATL,DFW,1745,1748.0,3.0,21.0,1809.0,1852.0,5.0,1915,1857.0,-18.0,0.0,,0.0,150.0,129.0,103.0,732.0,,,,,,,03
215,2010-03-19,DL,67,ATL,DFW,1630,1637.0,7.0,30.0,1707.0,1758.0,6.0,1805,1804.0,-1.0,0.0,,0.0,155.0,147.0,111.0,732.0,,,,,,,03
216,2010-03-19,DL,1923,ATL,DFW,1505,1503.0,-2.0,21.0,1524.0,1614.0,7.0,1636,1621.0,-15.0,0.0,,0.0,151.0,138.0,110.0,732.0,,,,,,,03
217,2010-03-19,DL,1927,ATL,DFW,1745,1740.0,-5.0,32.0,1812.0,1900.0,5.0,1915,1905.0,-10.0,0.0,,0.0,150.0,145.0,108.0,732.0,,,,,,,03
218,2010-03-20,DL,67,ATL,DFW,1630,1628.0,-2.0,13.0,1641.0,1741.0,11.0,1803,1752.0,-11.0,0.0,,0.0,153.0,144.0,120.0,732.0,,,,,,,03
219,2010-03-20,DL,1923,ATL,DFW,1505,1528.0,23.0,14.0,1542.0,1640.0,5.0,1636,1645.0,9.0,0.0,,0.0,151.0,137.0,118.0,732.0,,,,,,,03
220,2010-03-21,DL,67,ATL,DFW,1630,1721.0,51.0,30.0,1751.0,1841.0,11.0,1805,1852.0,47.0,0.0,,0.0,155.0,151.0,110.0,732.0,0.0,0.0,47.0,0.0,0.0,,03
221,2010-03-21,DL,1923,ATL,DFW,1505,1606.0,61.0,16.0,1622.0,1713.0,9.0,1636,1722.0,46.0,0.0,,0.0,151.0,136.0,111.0,732.0,0.0,0.0,41.0,0.0,5.0,,03
222,2010-03-21,DL,1927,ATL,DFW,1745,1832.0,47.0,14.0,1846.0,1940.0,15.0,1915,1955.0,40.0,0.0,,0.0,150.0,143.0,114.0,732.0,0.0,0.0,40.0,0.0,0.0,,03
223,2010-03-22,DL,67,ATL,DFW,1630,1640.0,10.0,14.0,1654.0,1750.0,6.0,1805,1756.0,-9.0,0.0,,0.0,155.0,136.0,116.0,732.0,,,,,,,03
224,2010-03-22,DL,1923,ATL,DFW,1505,1504.0,-1.0,18.0,1522.0,1614.0,5.0,1636,1619.0,-17.0,0.0,,0.0,151.0,135.0,112.0,732.0,,,,,,,03
225,2010-03-22,DL,1927,ATL,DFW,1745,1749.0,4.0,21.0,1810.0,1901.0,6.0,1915,1907.0,-8.0,0.0,,0.0,150.0,138.0,111.0,732.0,,,,,,,03
226,2010-03-23,DL,67,ATL,DFW,1630,1628.0,-2.0,21.0,1649.0,1751.0,5.0,1805,1756.0,-9.0,0.0,,0.0,155.0,148.0,122.0,732.0,,,,,,,03
227,2010-03-23,DL,1923,ATL,DFW,1505,1503.0,-2.0,21.0,1524.0,1623.0,4.0,1636,1627.0,-9.0,0.0,,0.0,151.0,144.0,119.0,732.0,,,,,,,03
228,2010-03-23,DL,1927,ATL,DFW,1745,1800.0,15.0,12.0,1812.0,1913.0,5.0,1915,1918.0,3.0,0.0,,0.0,150.0,138.0,121.0,732.0,,,,,,,03
229,2010-03-24,DL,67,ATL,DFW,1630,1627.0,-3.0,25.0,1652.0,1754.0,9.0,1805,1803.0,-2.0,0.0,,0.0,155.0,156.0,122.0,732.0,,,,,,,03
230,2010-03-24,DL,1923,ATL,DFW,1505,1522.0,17.0,25.0,1547.0,1648.0,9.0,1636,1657.0,21.0,0.0,,0.0,151.0,155.0,121.0,732.0,17.0,0.0,4.0,0.0,0.0,,03
231,2010-03-24,DL,1927,ATL,DFW,1745,1759.0,14.0,16.0,1815.0,2144.0,7.0,1915,2151.0,,0.0,,1.0,150.0,,,732.0,,,,,,,03
232,2010-03-25,DL,67,ATL,DFW,1630,1629.0,-1.0,24.0,1653.0,1751.0,9.0,1805,1800.0,-5.0,0.0,,0.0,155.0,151.0,118.0,732.0,,,,,,,03
233,2010-03-25,DL,1923,ATL,DFW,1505,1544.0,39.0,15.0,1559.0,1705.0,8.0,1636,1713.0,37.0,0.0,,0.0,151.0,149.0,126.0,732.0,37.0,0.0,0.0,0.0,0.0,,03
234,2010-03-25,DL,1927,ATL,DFW,1745,1744.0,-1.0,22.0,1806.0,1903.0,9.0,1915,1912.0,-3.0,0.0,,0.0,150.0,148.0,117.0,732.0,,,,,,,03
235,2010-03-26,DL,67,ATL,DFW,1630,1626.0,-4.0,24.0,1650.0,1743.0,14.0,1805,1757.0,-8.0,0.0,,0.0,155.0,151.0,113.0,732.0,,,,,,,03
236,2010-03-26,DL,1923,ATL,DFW,1505,1503.0,-2.0,23.0,1526.0,1619.0,4.0,1636,1623.0,-13.0,0.0,,0.0,151.0,140.0,113.0,732.0,,,,,,,03
237,2010-03-26,DL,1927,ATL,DFW,1745,1747.0,2.0,16.0,1803.0,1854.0,5.0,1915,1859.0,-16.0,0.0,,0.0,150.0,132.0,111.0,732.0,,,,,,,03
238,2010-03-27,DL,67,ATL,DFW,1630,1630.0,0.0,18.0,1648.0,1811.0,9.0,1803,1820.0,17.0,0.0,,0.0,153.0,170.0,143.0,732.0,0.0,0.0,17.0,0.0,0.0,,03
239,2010-03-27,DL,1923,ATL,DFW,1505,1524.0,19.0,14.0,1538.0,1656.0,9.0,1636,1705.0,29.0,0.0,,0.0,151.0,161.0,138.0,732.0,19.0,0.0,10.0,0.0,0.0,,03
240,2010-03-28,DL,67,ATL,DFW,1630,1625.0,-5.0,20.0,1645.0,1736.0,8.0,1805,1744.0,-21.0,0.0,,0.0,155.0,139.0,111.0,732.0,,,,,,,03
241,2010-03-28,DL,1923,ATL,DFW,1505,1507.0,2.0,14.0,1521.0,1614.0,6.0,1636,1620.0,-16.0,0.0,,0.0,151.0,133.0,113.0,732.0,,,,,,,03
242,2010-03-28,DL,1927,ATL,DFW,1745,1752.0,7.0,30.0,1822.0,1917.0,10.0,1915,1927.0,12.0,0.0,,0.0,150.0,155.0,115.0,732.0,,,,,,,03
243,2010-03-29,DL,67,ATL,DFW,1630,1625.0,-5.0,28.0,1653.0,1749.0,6.0,1805,1755.0,-10.0,0.0,,0.0,155.0,150.0,116.0,732.0,,,,,,,03
244,2010-03-29,DL,1923,ATL,DFW,1505,1501.0,-4.0,20.0,1521.0,1611.0,12.0,1636,1623.0,-13.0,0.0,,0.0,151.0,142.0,110.0,732.0,,,,,,,03
245,2010-03-29,DL,1927,ATL,DFW,1745,1844.0,59.0,16.0,1900.0,1948.0,7.0,1915,1955.0,40.0,0.0,,0.0,150.0,131.0,108.0,732.0,40.0,0.0,0.0,0.0,0.0,,03
246,2010-03-30,DL,67,ATL,DFW,1630,1630.0,0.0,19.0,1649.0,1736.0,5.0,1805,1741.0,-24.0,0.0,,0.0,155.0,131.0,107.0,732.0,,,,,,,03
247,2010-03-30,DL,1923,ATL,DFW,1505,1527.0,22.0,11.0,1538.0,1622.0,4.0,1636,1626.0,-10.0,0.0,,0.0,151.0,119.0,104.0,732.0,,,,,,,03
248,2010-03-30,DL,1927,ATL,DFW,1745,1745.0,0.0,21.0,1806.0,1852.0,6.0,1915,1858.0,-17.0,0.0,,0.0,150.0,133.0,106.0,732.0,,,,,,,03
249,2010-03-31,DL,67,ATL,DFW,1630,1637.0,7.0,13.0,1650.0,1733.0,5.0,1805,1738.0,-27.0,0.0,,0.0,155.0,121.0,103.0,732.0,,,,,,,03
250,2010-03-31,DL,1923,ATL,DFW,1505,1459.0,-6.0,26.0,1525.0,1609.0,8.0,1636,1617.0,-19.0,0.0,,0.0,151.0,138.0,104.0,732.0,,,,,,,03
251,2010-03-31,DL,1927,ATL,DFW,1745,1747.0,2.0,19.0,1806.0,1848.0,6.0,1915,1854.0,-21.0,0.0,,0.0,150.0,127.0,102.0,732.0,,,,,,,03
