,FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 27,Month
685,2010-09-01,DL,1911,ATL,DFW,1717,1831.0,74.0,15.0,1846.0,1940.0,6.0,1839,1946.0,67.0,0.0,,0.0,142.0,135.0,114.0,732.0,0.0,0.0,67.0,0.0,0.0,,09
686,2010-09-01,DL,2011,ATL,DFW,1615,,,,,,,1735,,,1.0,C,0.0,140.0,,,732.0,,,,,,,09
687,2010-09-01,DL,2111,ATL,DFW,1500,1456.0,-4.0,31.0,1527.0,1637.0,6.0,1620,1643.0,23.0,0.0,,0.0,140.0,167.0,130.0,732.0,0.0,0.0,23.0,0.0,0.0,,09
688,2010-09-02,DL,1911,ATL,DFW,1717,1720.0,3.0,19.0,1739.0,1823.0,3.0,1839,1826.0,-13.0,0.0,,0.0,142.0,126.0,104.0,732.0,,,,,,,09
689,2010-09-02,DL,2011,ATL,DFW,1615,1612.0,-3.0,25.0,1637.0,1722.0,6.0,1735,1728.0,-7.0,0.0,,0.0,140.0,136.0,105.0,732.0,,,,,,,09
690,2010-09-02,DL,2111,ATL,DFW,1500,1504.0,4.0,26.0,1530.0,1614.0,4.0,1620,1618.0,-2.0,0.0,,0.0,140.0,134.0,104.0,732.0,,,,,,,09
691,2010-09-03,DL,1911,ATL,DFW,1717,1711.0,-6.0,28.0,1739.0,1826.0,11.0,1839,1837.0,-2.0,0.0,,0.0,142.0,146.0,107.0,732.0,,,,,,,09
692,2010-09-03,DL,2011,ATL,DFW,1615,1612.0,-3.0,15.0,1627.0,1710.0,8.0,1735,1718.0,-17.0,0.0,,0.0,140.0,126.0,103.0,732.0,,,,,,,09
693,2010-09-03,DL,2111,ATL,DFW,1500,1511.0,11.0,32.0,1543.0,1625.0,9.0,1620,1634.0,14.0,0.0,,0.0,140.0,143.0,102.0,732.0,,,,,,,09
694,2010-09-04,DL,2011,ATL,DFW,1615,1610.0,-5.0,22.0,1632.0,1723.0,7.0,1735,1730.0,-5.0,0.0,,0.0,140.0,140.0,111.0,732.0,,,,,,,09
695,2010-09-04,DL,2111,ATL,DFW,1500,1455.0,-5.0,29.0,1524.0,1611.0,6.0,1620,1617.0,-3.0,0.0,,0.0,140.0,142.0,107.0,732.0,,,,,,,09
